osm_id,name,type,latitude,longitude,address,city,province
28234904,Van Heerden,pharmacy,-25.7659723,28.2981973,,,Gauteng
29096036,Bougainville Hospital,hospital,-25.7175315,28.1537079,"647, Redelinghuys Street, 0030",Pretoria,Gauteng
50159939,Claremont Hospital,hospital,-33.9866104,18.4665444,,,Western Cape
60482323,UCT Private Academic Hospital,hospital,-33.942054,18.4633143,"D18, Anzio Road, 7925",Cape Town,Western Cape
60696607,Clicks,pharmacy,-34.1395998,18.4302702,,,Western Cape
210124444,Kloof Pharmacy,pharmacy,-29.7923434,30.8328981,,,KwaZulu-Natal
242958852,Mays Chemist,pharmacy,-26.1767172,28.0008288,Main Road,,Gauteng
245937659,Dis-Chem Olympus,pharmacy,-25.7960781,28.3226275,"Haymeadow Crescent, 0001",Pretoria,Gauteng
286987178,Groenkloof Dentist,dentist,-25.77228,28.2149499,"George Storrar Drive, 0181",Pretoria,Gauteng
286987191,,pharmacy,-25.77242,28.21527,,,Gauteng
286987360,,dentist,-25.77239,28.21666,,,Gauteng
286987408,Clicks,pharmacy,-25.7728992,28.2337821,"Shop 335 Brooklyn Mall, Veale Street, 0011",Pretoria,Gauteng
287319174,Rayton Public Clinic,clinic,-25.73899,28.53191,"Montrose Street, 1001",Rayton,Gauteng
288565838,Clicks,pharmacy,-25.78765,28.27663,"Lois Avenue, Menlyn Retail Park, 0161",Pretoria,Gauteng
290403138,Clicks,pharmacy,-25.7443118,28.2939476,,,Gauteng
290406178,Dis-Chem,pharmacy,-25.7657197,28.2814792,"20, Alkantrant Road, 0081",Pretoria,Gauteng
290719097,Nagel,dentist,-25.795001,28.2812976,,,Gauteng
290719301,Link,pharmacy,-25.7944945,28.2702995,,,Gauteng
291445920,,dentist,-26.06255,27.90258,,,Gauteng
292280750,Life,dentist,-25.76639,28.35832,,,Gauteng
292280938,Clicks,pharmacy,-25.76592,28.35963,"Von Backstrom Boulevard, Silver Oaks Crossing, 0054",Pretoria,Gauteng
292281180,Dischem,pharmacy,-25.78477,28.35424,,,Gauteng
292559257,Dis-Chem,pharmacy,-25.7591795,28.243256,"219, Lynnwood Road, 0181",Pretoria,Gauteng
292559517,Dr Annette Preis,dentist,-25.751229,28.2356279,,,Gauteng
292560342,Crest,pharmacy,-25.7527707,28.2406649,"526, Jan Shoba Street, 0028",Pretoria,Gauteng
293714877,Minné,dentist,-25.7964,28.32207,,,Gauteng
294145073,Paragon,pharmacy,-25.75751,28.2135699,"Johnston Street, 0132",Pretoria,Gauteng
294145120,,pharmacy,-25.75218,28.20363,,,Gauteng
294145149,Clicks,pharmacy,-25.7509,28.20322,"Greef Street, 0002",Pretoria,Gauteng
294145154,Intermed,dentist,-25.75209,28.20409,Robert Sobukwe Street,Pretoria,Gauteng
294145225,Pharma Value,pharmacy,-25.7530867,28.2072818,,,Gauteng
294780285,Alpha Pharm,pharmacy,-26.11498,28.02226,,,Gauteng
296232026,Pharmacross,pharmacy,-25.8031564,28.2871614,,,Gauteng
296434700,Glyn,pharmacy,-25.7416801,28.24208,"Thomson Street, 1166",Pretoria,Gauteng
296434809,Pharma Value,pharmacy,-25.73238,28.2439999,,,Gauteng
296435033,Dischem,pharmacy,-25.7036493,28.2413129,,,Gauteng
296435401,Tandarts,dentist,-25.71835,28.2309099,"962, Nico Smith Street, 0002",Pretoria,Gauteng
296498114,Maymed,pharmacy,-25.7186367,28.2068134,"Shop.2, Anleen Centre, Frederika Street, 0184",Pretoria,Gauteng
296498408,Oral and Dental Hospital.,dentist,-25.7107632,28.2010501,"Steve Biko Road, 0084",Pretoria,Gauteng
296498986,Tshwane District Hospital,hospital,-25.7327472,28.200657,"349-Jr, Doctor Savage Road, 0084",Pretoria,Gauteng
296944667,,dentist,-25.74574,28.19468,,,Gauteng
296944855,Libertas,pharmacy,-25.7452149,28.1930559,,,Gauteng
296945308,Forum,pharmacy,-25.74847,28.19872,,,Gauteng
298122726,Cross Roads,pharmacy,-26.0933111,28.0056251,,,Gauteng
298123405,Oakmed,pharmacy,-26.09264,28.00348,,,Gauteng
298125275,Medicare,pharmacy,-26.1041145,27.9772037,,,Gauteng
300279837,Culemborg Pharmacy,pharmacy,-33.9191885,18.4253587,,,Western Cape
300283912,Litekem Pharmacy,pharmacy,-33.9243529,18.4226813,"24, Darling Street, 8000",Cape Town,Western Cape
300376491,Pharma Value,pharmacy,-25.8264878,28.2594646,,,Gauteng
300376715,Pharmavalue,pharmacy,-25.86189,28.2506999,,,Gauteng
300385930,"Nova Dental Care Southlake Centre, First Floor",dentist,-25.8601977,28.1873494,"1025, Lenchen Avenue North, 0157",Centurion,Gauteng
300388908,Castle Ridge,pharmacy,-25.8142756,28.2420941,,,Gauteng
302077613,Clicks,pharmacy,-25.7357401,28.31181,"2 & 3, Keuning Street, 0127",Pretoria,Gauteng
302089375,Dis-Chem,pharmacy,-25.68124,28.24877,,,Gauteng
303787263,Pharmarama,pharmacy,-25.9072187,28.1412969,"Bothrill Avenue, Blu Valley Mall, 0157",Centurion,Gauteng
303800710,Link,pharmacy,-25.85592,28.21624,,,Gauteng
304692792,Franschhoek Pharmacy,pharmacy,-33.9090469,19.1178227,,,Western Cape
305745742,Weleda,pharmacy,-26.02183,28.01483,,,Gauteng
305745812,Vitahealth,pharmacy,-26.017731,28.0107729,,,Gauteng
305745970,Clicks,pharmacy,-26.01641,28.00635,,,Gauteng
305770918,Dis-Chem,pharmacy,-26.03874,27.99357,,,Gauteng
305771010,Clicks,pharmacy,-26.04074,27.99371,,,Gauteng
305771182,,dentist,-26.0339604,27.982757,"Cnr Robyn Street & Platina Street, Jukskei Meander, 2194",Randburg,Gauteng
307692604,Van Heerdens,pharmacy,-25.7449881,28.2053888,"522, Stanza Bopape Street, 0001",Pretoria,Gauteng
307692664,Marie Stopes Pretoria,clinic,-25.743104,28.1961334,"379, Johannes Ramokhoase Street, Pretoria Central, 0001",Pretoria,Gauteng
307692810,Heathmode,pharmacy,-25.73988,28.19301,"Bloed Street, 0001",Pretoria,Gauteng
307692913,,dentist,-25.74006,28.19227,,,Gauteng
307693151,Ringpharm,pharmacy,-25.7490686,28.1527904,,,Gauteng
307693385,,dentist,-25.7468365,28.1494322,,,Gauteng
307693548,Clicks,pharmacy,-25.7478185,28.1483589,,,Gauteng
309434606,Arrie Nel Pharmacy,pharmacy,-25.8192514,28.2890552,,,Gauteng
309659961,Clicks,pharmacy,-26.1363903,28.1803072,"1385, Baker Road, 2001",Kempton Park,Gauteng
318657659,Link Pharmacy,pharmacy,-25.8726683,28.1378269,"Rooihuiskraal Road, Mall @ Reds, 0157",Centurion,Gauteng
323137823,McPharmacy,pharmacy,-29.7956362,30.8400288,"15, Village Road, 3610",Kloof,KwaZulu-Natal
323137825,,doctors,-29.7962133,30.8394615,,,KwaZulu-Natal
345367393,Lara Van Der Merwe,dentist,-25.7781,28.2389498,"294, Milner Street, 0181",Pretoria,Gauteng
365316009,,doctors,-25.8370718,28.2523703,,,Gauteng
365316029,Clicks,pharmacy,-25.8369603,28.252388,,,Gauteng
366197021,Carstenhof Clinic,hospital,-26.0294073,28.1393846,,,Gauteng
369820013,Medical Centre,doctors,-29.9089126,31.0199385,,,KwaZulu-Natal
369820015,,pharmacy,-29.9089587,31.0198648,,,KwaZulu-Natal
373387370,Dischem,pharmacy,-26.1016172,27.9409545,,,Gauteng
373467120,Medicare Pharmacy,pharmacy,-26.08555,27.94741,,,Gauteng
373468917,,dentist,-26.06224,27.95365,,,Gauteng
385281218,Clicks,pharmacy,-26.0291384,28.0600494,"Rivonia Road, 2191",Johannesburg,Gauteng
387709745,Health Emporium,centre,-25.9961215,28.1299232,,,Gauteng
396010055,GSMOP - Gerhard Swart Medical Orthotist and Prosthetist,doctors,-25.77459,28.23042,"199, Lange Street, 0084",Pretoria,Gauteng
396010082,Waterkloof Corner Pharmacy,pharmacy,-25.7747852,28.2409022,"21, Crown Street, 0011",Pretoria,Gauteng
410236507,Clicks,pharmacy,-26.0589459,28.0610619,2128,,Gauteng
420888006,Kaka,doctors,-26.0730149,27.9202499,,,Gauteng
440245215,Watersons Pharmacy CC,pharmacy,-32.1700084,25.6178045,,,Eastern Cape
442119786,Nelmed Medicross Medical Centre,doctors,-25.4762578,30.9781895,,,Mpumalanga
453030860,Hout Bay Family Medical Center,doctors,-34.0415114,18.3505366,"30, Victoria Avenue",Hout Bay Cape Town,Western Cape
462085416,Reddam Pharmacy,pharmacy,-34.073109,18.4318257,,,Western Cape
471799749,Hubert Kraftt Dentist,dentist,-25.4793767,30.9702873,,,Mpumalanga
479747639,Dischem,pharmacy,-26.1621554,28.3046864,"11-13, Kei Road, 1559",Benoni,Gauteng
479754584,Lakefield Pharmacy,pharmacy,-26.1784786,28.2867308,"Lakefield Avenue, 1401",Benoni,Gauteng
479778802,Brentwood Pharmacy,pharmacy,-26.1460843,28.2978715,"28, Great North Road, 1501",Benoni,Gauteng
496067614,Arrie Nel,pharmacy,-25.8413875,28.2799903,,,Gauteng
506947537,,doctors,-25.3438768,31.1294968,,,Mpumalanga
522194405,Clicks,pharmacy,-25.7660799,28.3242074,,,Gauteng
523833490,Blooms,pharmacy,-33.9320826,18.4090599,,,Western Cape
529395219,Clicks,pharmacy,-25.8232884,28.3112414,,,Gauteng
534579980,Clicks,pharmacy,-26.2026065,28.0402708,,Johannesburg,Gauteng
537112095,Dr K van der Westhuizen,doctors,-33.934794,18.4454764,,,Western Cape
538480071,Woolfson's,pharmacy,-25.75032,28.2344,,,Gauteng
551685373,Disa Apteek,pharmacy,-25.8069443,28.3167058,,,Gauteng
588549147,Clicks,pharmacy,-29.4968681,30.233617,,,KwaZulu-Natal
596585997,Howick West Clinic,doctors,-29.5061626,30.2297458,,,KwaZulu-Natal
597793710,Klinicare Lorrraine,pharmacy,-33.9698171,25.5262721,"234, Circular Drive, 6000",Port Elizabeth,Eastern Cape
600328717,,dentist,-25.80691,28.31587,,,Gauteng
614775482,Dischem,pharmacy,-26.13136,27.97637,,,Gauteng
614836975,Clicks,pharmacy,-26.1306869,27.9747771,,,Gauteng
616726496,,doctors,-33.2840336,19.1442643,,,Western Cape
624175578,Rosendal Spa,spa,-33.8020728,19.9876679,,,Western Cape
656667355,Clicks,pharmacy,-25.9962906,28.1266973,,,Gauteng
656667411,Kalapeng,pharmacy,-25.9976632,28.1261192,,,Gauteng
659302666,De Beers Assc,dentist,-25.4763837,30.9779616,,,Mpumalanga
664608362,Dr CM Henning,doctors,-25.8390141,28.239015,,,Gauteng
664608444,Kirkness,pharmacy,-25.8389851,28.238855,,,Gauteng
664608446,Dr J Cronjé,doctors,-25.8392261,28.2390789,,,Gauteng
665139933,Clicks,pharmacy,-26.1251626,28.0331897,,,Gauteng
670231129,Dental Surgery,dentist,-26.2409447,28.0058141,,,Gauteng
676282189,Galleon,pharmacy,-26.1251165,28.0337705,,,Gauteng
676282254,Clicks,pharmacy,-26.074665,28.0642479,,,Gauteng
676282373,,dentist,-26.0257591,28.0660316,,,Gauteng
687081379,Dr Mabusela,dentist,-25.6408187,27.2135755,,,Gauteng
687898202,Clicks,pharmacy,-26.1819568,28.0048035,,,Gauteng
689900591,Witzen Pharmacy,pharmacy,-33.366214,19.3165934,,,Western Cape
690745648,Ouklip Pharmacy,pharmacy,-26.108731,27.8550039,"Ouklip Road, 1724",Roodepoort,Gauteng
690824316,Clicks,pharmacy,-26.0601565,27.9470118,,,Gauteng
690824395,Dischem,pharmacy,-26.0583314,27.9467935,,,Gauteng
704336998,Hamburg Clinic,clinic,-33.2906344,27.4732997,5641,"Hamburg, Amathole District",Eastern Cape
705485853,Goedehoop Pharmacy,pharmacy,-34.1007328,18.8307879,,,Western Cape
745254986,Rustenberg Pharmacy,pharmacy,-34.1073491,18.4710697,,,Western Cape
757436919,,doctors,-26.2233464,27.9175993,,,Gauteng
775241493,Clicks,pharmacy,-26.1932293,28.034519,,,Gauteng
782327276,Esselen Street Clinic,doctors,-26.190766,28.0449549,"17, Esselen Street",Johannesburg,Gauteng
815841571,Bhekumthetu Clinic,clinic,-27.9732598,30.7379331,Emondlo,,KwaZulu-Natal
833256354,Klinicare - Belmore,pharmacy,-33.9456171,25.5434498,"433, Cape Road",,Eastern Cape
833378676,Klinimed,pharmacy,-33.9476672,25.5652445,"32, Newton Street, 6045",Gqeberha,Eastern Cape
841771112,Alpha Pharm,pharmacy,-29.8585985,31.038287,,,KwaZulu-Natal
842084525,,doctors,-29.8444119,31.0341342,,,KwaZulu-Natal
843735574,Alpha Pharm,pharmacy,-29.869078,31.0451133,,,KwaZulu-Natal
846996217,Westdene Medical Centre,hospital,-29.1062574,26.2103751,,Bloemfontein,Free State
851160783,Alpha Pharm,pharmacy,-29.7277868,31.0671831,,,KwaZulu-Natal
851161076,Clicks,pharmacy,-29.7276259,31.0669564,,,KwaZulu-Natal
859397961,Medicare 14th Ave Pharmacy,pharmacy,-26.1506614,27.944242,,,Gauteng
859398151,Clicks,pharmacy,-26.1262408,27.9046008,,,Gauteng
859398858,Clicks,pharmacy,-26.136823,27.9189839,,,Gauteng
859398944,Clicks,pharmacy,-26.1446308,27.9526535,,,Gauteng
897362050,Joel Dorfan Optometrist,doctors,-26.0832138,28.0854166,"Darwin Street, 2148",Wendywood,Gauteng
897362061,Wendywood Clinic,doctors,-26.0824096,28.0848671,,,Gauteng
905028987,,pharmacy,-25.5450193,26.0828081,,,North West
909272666,"Alpha Pharm, The Reeds Spar Centre",pharmacy,-25.8937994,28.1373658,"208, Panorama Street, 0154",Centurion,Gauteng
909272753,Medicare,pharmacy,-25.9914441,28.009817,,,Gauteng
910547213,Olifants Apteek,pharmacy,-25.7615844,29.4556145,1050,Middelburg,Mpumalanga
941959481,Dis-Chem,pharmacy,-25.8241845,28.3148122,,,Gauteng
964721236,Doctor J. Meyer,doctors,-26.4991344,28.3636156,,,Gauteng
969090310,Good Health,pharmacy,-26.0733697,28.0130749,,,Gauteng
993730186,Chris Du Preez,dentist,-33.9572505,22.4557957,,,Unknown
993730218,,pharmacy,-33.9576122,22.4571639,,,Unknown
999649656,Medicross Roodepoort - Princess Crossing,doctors,-26.1305974,27.8519689,"Ontdekkers Road, 1724",Roodepoort,Gauteng
1001181736,Dr. J Smith,dentist,-25.6848793,28.2142773,,,Gauteng
1001181747,Mattress Medi Centre,yes,-25.6850734,28.1893791,,,Gauteng
1001182002,Dis-Chem,pharmacy,-25.6856081,28.188535,"Lavender Road, 0116",Pretoria,Gauteng
1001182047,Intercare,doctors,-25.6856958,28.188437,0182,Pretoria,Gauteng
1041270766,Deneysville Clinic,doctors,-26.8909305,28.0975202,,,North West
1046184306,Dis-Chem,pharmacy,-26.0928203,28.0364388,,,Gauteng
1056217749,Junxion Pharmacy,pharmacy,-26.1359369,28.2317953,,,Gauteng
1062276860,Seabreeze Medical Centre,doctors,-33.0906832,18.0336584,,,Western Cape
1076940681,Madwaleni Hospital,hospital,-32.0968936,28.8799336,"1, Mqanduli",Eastern Cape,Eastern Cape
1076946040,Hobeni Clinic,hospital,-32.174861,28.8757777,,,Eastern Cape
1095986424,Lenmed La Verna Hospital,hospital,-28.5557088,29.7797911,"1, Convent Road, 3370,","Ladysmith,KwaZulu Natal",KwaZulu-Natal
1159368393,Clicks,pharmacy,-34.0853174,18.8530835,,,Western Cape
1159368452,AlphaPharm,pharmacy,-34.0851959,18.8533036,,,Western Cape
1163124236,Clicks,pharmacy,-27.7420319,29.9342956,Victoria Road,Newcastle,KwaZulu-Natal
1163149883,Clicks,pharmacy,-27.7580373,29.9284161,,Newcastle,KwaZulu-Natal
1163149991,Alpha Pharm,pharmacy,-27.7587894,29.9290752,,,KwaZulu-Natal
1174939939,,pharmacy,-28.748072,24.7408347,,,Free State
1201552233,,doctors,-33.0061915,17.943934,,,Western Cape
1203494061,Clicks,pharmacy,-33.9081851,18.39736,,,Western Cape
1221142715,Cylnor Pharmacy,pharmacy,-34.0634414,18.8339704,,,Western Cape
1224040417,Clicks,pharmacy,-25.7583,28.2426552,,,Gauteng
1318717547,DR Hugo,doctors,-23.8969494,29.4703004,"Arnotha Street, 0700",Polokwane,Limpopo
1319226049,,pharmacy,-28.7733838,20.6218527,,,Northern Cape
1333940504,Rietfontein Apteek,pharmacy,-25.7021042,28.2094331,"0084, Meyer Street, 0136",Pretoria,Gauteng
1333940600,Stake,doctors,-25.7018107,28.20853,,,Gauteng
1384870120,Kathu Apteek,pharmacy,-27.69727,23.0467407,,,Northern Cape
1424958471,Ambler McDonald Pharmacy,pharmacy,-29.9238647,30.9690541,,,KwaZulu-Natal
1433615056,dis-chem,pharmacy,-26.2677585,28.0511206,,,Gauteng
1434317784,Clicks,pharmacy,-26.1797559,28.1173227,,,Gauteng
1437482901,Clicks,pharmacy,-26.0191432,28.007389,,,Gauteng
1437483172,Dis-Chem,pharmacy,-26.0201652,28.0055115,"Witkoppen Road, Fourways Mall, 2068",Sandton,Gauteng
1441047915,Clicks,pharmacy,-26.1469516,28.0423316,"Baker Street, 2196",Rosebank,Gauteng
1460687699,Ha Grove Hospital,hospital,-25.6852902,30.0390233,,,Mpumalanga
1460730197,Kharrya Frail Care Centre,hospital,-25.6777777,29.9940587,,,Mpumalanga
1492604520,Link Pharmacy,pharmacy,-32.9670692,27.9396497,,,Eastern Cape
1545035122,Clicks,pharmacy,-25.6754603,28.1714968,,,Gauteng
1545121529,health worx,doctors,-26.1798161,28.2488146,"North Rand Road, 1462",Boksburg,Gauteng
1546965089,Clicks,pharmacy,-26.0011257,27.9826009,,,Gauteng
1553799893,Lilian Ngoyi Community Clinic,hospital,-26.2601186,27.9325868,"Chris Hani Road, 1862",Johannesburg,Gauteng
1571363921,,pharmacy,-28.7438861,24.7497669,,,Free State
1588809992,Arrie Nel Mimosa Pharmacy,pharmacy,-25.7099842,28.1850886,"Booysen Street, 0084",Pretoria,Gauteng
1589309681,,doctors,-26.1641204,28.3121182,,,Gauteng
1589309684,Dr Z Botes,doctors,-26.1643034,28.3124534,"45, Aerodrome Drive, 1511",Benoni,Gauteng
1592597909,Dis-Chem,pharmacy,-26.1002093,28.0496841,,,Gauteng
1594324803,Clicks,pharmacy,-26.1279111,27.967155,,,Gauteng
1598939336,Clicks,pharmacy,-25.749261,28.2351865,,,Gauteng
1606184181,Leslie Williams Memorial Hospital,hospital,-26.3374305,27.3867528,"Kanaal Street, 2499","Oberholzer, Carltonville",Gauteng
1612774834,Intercare,pharmacy,-25.7847628,28.3536906,,,Gauteng
1612795782,Clicks,pharmacy,-25.790522,28.3280149,,,Gauteng
1612795796,van Heerden Pharmacy,pharmacy,-25.7891935,28.3291976,,,Gauteng
1613056281,Clicks,pharmacy,-26.1443385,27.9842468,,,Gauteng
1613185654,Springbok Pharmacy,pharmacy,-26.269069,28.121365,,,Gauteng
1620286399,Clicks,pharmacy,-25.7485186,28.1908536,,Pretoria,Gauteng
1624849170,Rain Natural Skincare,pharmacy,-26.0823678,28.0602488,,,Gauteng
1625112137,Clicks,pharmacy,-25.7448586,28.2045265,"Stanza Bopape Street, 0007",Pretoria,Gauteng
1625148110,Silvermall Pharmacy,pharmacy,-25.7342401,28.30176,"3B, President Street, 0184",Pretoria,Gauteng
1627253976,Clicks,pharmacy,-30.7966749,30.4058999,,,KwaZulu-Natal
1633531587,Plax Pharmacy,pharmacy,-33.9903836,18.5042328,,,Western Cape
1634265418,Clicks,pharmacy,-26.0873779,27.9595791,,,Gauteng
1638846257,Link Pharmacy,pharmacy,-26.1257269,28.0936562,,,Gauteng
1654625201,Dischem,pharmacy,-26.1297709,28.065299,,,Gauteng
1664041159,"Judah Africa, Clinic",clinic,-26.0228777,27.9644955,,,Gauteng
1684526397,Dis-chem Verdi Centre,pharmacy,-26.1396035,27.9789475,"Vincent Road, 2115",Randburg,Gauteng
1690221181,Clicks,pharmacy,-26.1812632,28.2404254,,,Gauteng
1711239302,Clicks,pharmacy,-26.0940823,27.9849625,Malibongwe Drive,,Gauteng
1713441718,Bromhof Medical Centre,doctors,-26.0856983,27.9474563,,,Gauteng
1729529752,Clicks,pharmacy,-32.9832249,27.9044402,,,Eastern Cape
1729620333,Dis-Chem,pharmacy,-33.9798008,25.5597221,"Cnr Main Road & 16th Avenue, Walmer Park, 6070",Port Elizabeth,Eastern Cape
1730250053,Clicks,pharmacy,-32.8741564,27.3854443,,,Eastern Cape
1748830697,Strubenvale Pharmacy,pharmacy,-26.2577568,28.4694656,,,Gauteng
1751018420,Clicks,pharmacy,-33.9711615,25.6319298,6001,Port Elizabeth,Eastern Cape
1751035291,Clicks,pharmacy,-33.9516045,25.5265668,,,Eastern Cape
1751078164,Clicks,pharmacy,-33.7669689,25.3986005,,,Eastern Cape
1751144103,Clicks,pharmacy,-33.7594247,25.4076741,,,Eastern Cape
1806073467,Clicks,pharmacy,-33.8913005,18.5583156,,,Western Cape
1806153630,Clicks,pharmacy,-33.9801585,18.4644474,,,Western Cape
1812296482,Clicks,pharmacy,-29.1161126,26.2211623,,,Free State
1812296514,Discom,pharmacy,-29.1160517,26.2213393,,Bloemfontein,Free State
1812401324,LFY Clinic,clinic,-33.9817699,18.4637366,,,Western Cape
1815507556,Clicks,pharmacy,-27.9811352,26.7415077,"Buiten Street, 9460",Matjhabeng Local Municipality,North West
1818857246,Medicare Healthcare Group,hospital,-29.1039564,26.1875506,,,Free State
1822617846,Clicks,pharmacy,-34.0426211,18.3574636,,,Western Cape
1822766633,Clicks,pharmacy,-33.9773886,18.8426977,,,Western Cape
1827808898,Meadowridge Pharmacy,pharmacy,-34.0401913,18.4563431,,,Western Cape
1828254901,Clicks,pharmacy,-33.8739688,18.5790828,,,Western Cape
1828629851,Clicks,pharmacy,-34.1805191,22.1436327,,,Unknown
1828975863,Clicks,pharmacy,-33.9601839,18.4705684,,,Western Cape
1829084107,Clicks,pharmacy,-33.9331877,18.5106082,,,Western Cape
1829588424,Clicks,pharmacy,-33.9341932,18.4173294,,,Western Cape
1829741990,Dis-Chem,pharmacy,-33.9104763,18.394699,,,Western Cape
1835809909,Clicks,pharmacy,-34.0210633,18.4432202,,,Western Cape
1852763690,Clicks,pharmacy,-33.9404012,18.4976841,"6, Central Square",Pinelands,Western Cape
1862787223,Clicks,pharmacy,-29.7540393,31.0645063,,,KwaZulu-Natal
1862787429,Dis-Chem,pharmacy,-29.754023,31.0648335,,,KwaZulu-Natal
1863000951,Dis-Chem,pharmacy,-29.828735,30.961164,,,KwaZulu-Natal
1870155348,Clicks,pharmacy,-31.6661021,18.5068581,,,Western Cape
1870451551,Clicks,pharmacy,-28.5580107,29.7800176,,,KwaZulu-Natal
1871785198,Clicks,pharmacy,-29.8359617,30.9183693,,,KwaZulu-Natal
1872510726,Clicks,pharmacy,-29.8805562,30.9186256,,,KwaZulu-Natal
1873961074,Clicks,pharmacy,-28.8892497,31.4718247,,,KwaZulu-Natal
1873966443,Clicks,pharmacy,-29.9237438,30.9686573,Montclair Road,,KwaZulu-Natal
1880934456,Dis-Chem,pharmacy,-29.5261095,31.203673,"Ballito Drive, 4399",Dolphin Coast,KwaZulu-Natal
1881012751,Clicks,pharmacy,-30.0987203,30.8555873,,,KwaZulu-Natal
1904552955,Dr Malizo Mpehle Memorial,hospital,-31.317419,28.7773096,,,Eastern Cape
1909586249,Clicks,pharmacy,-29.8589477,31.0229852,,,KwaZulu-Natal
1920527203,Dis-Chem | Die Boord,pharmacy,-33.9441729,18.8512469,,,Western Cape
1932254352,Sparspot Pharmacy,pharmacy,-29.8584174,31.0222202,,,KwaZulu-Natal
1937252733,Tsolo Pharmacy,pharmacy,-31.3097571,28.7554249,"Malizo Mpehle Avenue, 5170",,Eastern Cape
1942400355,Clicks,pharmacy,-23.9042916,29.4876458,"Grimm Street, 0700",Polokwane,Limpopo
1942406841,Clicks,pharmacy,-23.9041713,29.4499278,,,Limpopo
1945802813,Link Pharmacy,pharmacy,-23.0456816,29.918651,,,Limpopo
1954446963,,pharmacy,-34.0810226,18.8494823,,,Western Cape
1966254610,Clicks,pharmacy,-26.7082994,27.0971871,,,Gauteng
1976676025,Clicks,pharmacy,-25.7077299,27.2501631,,,Gauteng
1976723850,Clicks,pharmacy,-24.8887669,28.2935333,0480,Bela-Bela,North West
1978361013,Clicks,pharmacy,-25.4962029,28.0846564,,,Gauteng
2008114191,Clicks,pharmacy,-34.08864,18.4813865,,,Western Cape
2010546830,Dis-Chem Mooiriver Mall,pharmacy,-26.7133227,27.1043102,"Govan Mbeki Drive, 2550",Potchefstroom,Gauteng
2058957411,,dentist,-34.0218157,20.4415222,,,Western Cape
2123577985,Madadeni Provincial Hospital,hospital,-27.7644896,30.0507578,,,KwaZulu-Natal
2136993708,The Link,pharmacy,-26.2034038,28.039193,,,Gauteng
2180481533,Durbell,pharmacy,-33.8586778,18.6129234,,,Western Cape
2184504750,Clicks,pharmacy,-33.9560043,25.5536295,,,Eastern Cape
2208086093,Ngwelezana Hospital,hospital,-28.7792407,31.8648934,"Thanduyise Drive, 3880","Empangeni,KZN",KwaZulu-Natal
2233742666,,doctors,-33.9573791,22.4555306,,,Unknown
2285536220,,pharmacy,-29.0087166,29.8755238,,,KwaZulu-Natal
2288061249,Virginia Provincial,hospital,-28.1112111,26.8571812,"17, Kommando Avenue","Virginia, Matjhabeng Local Municipality, Free State,",Free State
2291484939,,doctors,-33.8830061,18.5273558,,,Western Cape
2292004183,,dentist,-34.4190292,19.2352613,,,Western Cape
2294160326,Hermanus Pharmacy,pharmacy,-34.4192828,19.2429295,,,Western Cape
2298902321,Cambridge Clinic (Sprigg Street Clinic),clinic,-32.9780146,27.8895227,"30, Sprigg Street",,Eastern Cape
2305604159,Medicross East London,clinic,-32.9936165,27.9065827,"Medicross East London, Quartzite Drive",East London,Eastern Cape
2306374066,Pefferville Clinic,clinic,-33.0123519,27.8806727,"19, Rotterdam Road, 5209",East London,Eastern Cape
2306374071,Duncan Village Community Health Clinic,clinic,-33.0077351,27.8860945,Douglas Smith Highway,"East London, Eastern Cape",Eastern Cape
2309541355,Clicks,pharmacy,-32.9553623,27.9315194,"Bonza Bay Road, 5241",East London,Eastern Cape
2311754133,Clicks,pharmacy,-32.970528,27.8975905,,,Eastern Cape
2311895380,Hemingways Physiotherapist,doctors,-32.9711311,27.9010077,,,Eastern Cape
2325405934,Medicine Planet Pharmacy,pharmacy,-26.0402348,28.0462614,,,Gauteng
2332216756,,pharmacy,-28.2711182,29.1265432,,,KwaZulu-Natal
2348576075,Akeso Stepping Stones,hospital,-34.1412363,18.3250024,"Corner, Van Imhoff Way",,Western Cape
2349535904,Kemp,doctors,-28.2671273,29.1216271,,,KwaZulu-Natal
2349596410,Makeneng Clinic,doctors,-28.6144346,28.8216398,,,Free State
2349614903,Dr. Bux,doctors,-28.553004,28.842067,,,Free State
2358843757,Warrens,pharmacy,-34.1386656,18.4309717,,,Western Cape
2363067479,Geneva Pharmacy,pharmacy,-33.960136,22.4884958,,,Unknown
2363067483,Protea Pharmacy,pharmacy,-33.9604742,22.4560539,,,Unknown
2363956028,Dr Ngcobo,doctors,-29.1054614,31.418741,,,KwaZulu-Natal
2366077397,,doctors,-32.3333016,28.1453891,,,Eastern Cape
2369015154,,doctors,-30.7423912,30.4410091,,,KwaZulu-Natal
2375950210,Ncibidwane Provincial Clinic,clinic,-29.1873226,29.6367223,,,KwaZulu-Natal
2379283728,Ntabamhlope Provicial CHC,clinic,-29.1037687,29.6883366,,,KwaZulu-Natal
2379283729,Wembezi Provincial Clinic,clinic,-29.0522436,29.7852233,"Old Main Rd,, 3310",Estcourt,KwaZulu-Natal
2379283730,Zwelisha Provincial Clinic,clinic,-29.0594541,29.7366627,,,KwaZulu-Natal
2379865239,Madiba Provincial Clinic,clinic,-28.9794272,29.69255,,,KwaZulu-Natal
